date,series,open,high,low,prev_close,ltp,close,vwap,52wh,52wl,volume,value,no_of_trades
2021-06-07,EQ,"1,510.00","1,514.00","1,496.00","1,500.95","1,499.80","1,499.85","1,501.17","1,641.00",928.00,4045834,"6,073,488,211.50",134014
2021-06-08,EQ,"1,496.55","1,501.30","1,481.50","1,499.85","1,483.00","1,483.05","1,486.98","1,641.00",928.00,4936270,"7,340,118,763.80",174145
2021-06-09,EQ,"1,483.90","1,502.00","1,472.05","1,483.05","1,482.00","1,480.30","1,488.03","1,641.00",928.00,5111721,"7,606,416,086.90",134064
2021-06-10,EQ,"1,482.10","1,489.00","1,473.65","1,480.30","1,483.00","1,481.05","1,479.96","1,641.00",928.00,5741770,"8,497,570,554.50",165786
2021-06-11,EQ,"1,491.00","1,496.55","1,481.05","1,481.05","1,487.00","1,486.35","1,487.68","1,641.00",928.00,3602987,"5,360,093,939.55",118634
2021-06-14,EQ,"1,478.25","1,486.00","1,462.55","1,486.35","1,480.00","1,479.45","1,474.22","1,641.00",943.00,4440982,"6,546,998,199.95",147161
2021-06-15,EQ,"1,486.00","1,496.00","1,474.80","1,479.45","1,490.20","1,490.25","1,490.11","1,641.00",943.00,3784801,"5,639,758,160.45",126209
2021-06-16,EQ,"1,488.00","1,494.00","1,478.10","1,490.25","1,485.80","1,484.60","1,484.76","1,641.00",943.00,3851049,"5,717,899,444.30",140563
2021-06-17,EQ,"1,466.00","1,478.75","1,460.00","1,484.60","1,462.10","1,466.10","1,471.04","1,641.00",943.00,4641901,"6,828,422,222.05",162372
2021-06-18,EQ,"1,469.50","1,490.00","1,455.00","1,466.10","1,488.00","1,479.80","1,470.56","1,641.00",943.00,5969030,"8,777,832,377.50",176020
2021-06-21,EQ,"1,461.35","1,491.80","1,459.00","1,479.80","1,490.95","1,488.70","1,475.42","1,641.00",993.00,3630236,"5,356,108,568.70",121439
2021-06-22,EQ,"1,497.00","1,508.00","1,480.00","1,488.70","1,481.85","1,483.80","1,496.02","1,641.00",993.00,7183412,"10,746,548,095.35",176519
2021-06-23,EQ,"1,490.00","1,497.80","1,478.60","1,483.80","1,487.00","1,485.50","1,487.18","1,641.00",993.00,3922434,"5,833,378,822.25",104106
2021-06-24,EQ,"1,490.00","1,513.45","1,488.00","1,485.50","1,506.05","1,506.25","1,502.25","1,641.00",993.00,7392512,"11,105,397,440.30",161391
2021-06-25,EQ,"1,511.10","1,522.00","1,507.00","1,506.25","1,513.75","1,515.10","1,515.21","1,641.00",993.00,5191588,"7,866,353,151.80",157842
2021-06-28,EQ,"1,520.00","1,523.00","1,505.00","1,515.10","1,512.00","1,508.35","1,510.42","1,641.00",993.00,4678393,"7,066,337,440.20",97365
2021-06-29,EQ,"1,507.00","1,508.20","1,492.15","1,508.35","1,500.15","1,502.05","1,498.23","1,641.00",993.00,5485846,"8,219,041,607.30",119595
2021-06-30,EQ,"1,498.00","1,509.00","1,494.10","1,502.05","1,497.00","1,497.90","1,501.04","1,641.00",993.00,4839511,"7,264,297,159.95",113300
2021-07-01,EQ,"1,502.00","1,502.00","1,483.00","1,497.90","1,487.95","1,486.75","1,491.40","1,641.00",993.00,8455721,"12,610,824,917.85",177593
2021-07-02,EQ,"1,485.00","1,489.25","1,477.00","1,486.75","1,482.50","1,480.40","1,482.69","1,641.00",993.00,7413518,"10,991,926,075.40",175142
2021-07-05,EQ,"1,489.95","1,504.50","1,484.55","1,480.40","1,496.60","1,495.45","1,497.63","1,641.00",993.00,3686941,"5,521,683,947.90",136148
2021-07-06,EQ,"1,497.00","1,540.00","1,496.00","1,495.45","1,531.95","1,534.70","1,527.06","1,641.00",993.00,8834516,"13,490,818,207.25",222855
2021-07-07,EQ,"1,534.00","1,545.35","1,527.70","1,534.70","1,539.80","1,539.50","1,539.43","1,641.00",993.00,4814595,"7,411,730,515.65",119316
2021-07-08,EQ,"1,525.00","1,537.70","1,513.45","1,539.50","1,521.00","1,520.45","1,526.35","1,641.00",993.00,4210461,"6,426,630,345.65",137221
2021-07-09,EQ,"1,512.55","1,516.00","1,497.50","1,520.45","1,504.40","1,502.00","1,505.44","1,641.00",993.00,5347921,"8,050,952,657.80",162723
2021-07-12,EQ,"1,502.00","1,502.00","1,484.00","1,502.00","1,487.30","1,487.00","1,492.97","1,641.00",993.00,7229489,"10,793,386,505.90",160971
2021-07-13,EQ,"1,496.10","1,506.10","1,484.10","1,487.00","1,500.40","1,501.85","1,493.95","1,641.00",993.00,9089071,"13,578,589,687.20",158600
2021-07-14,EQ,"1,497.50","1,507.35","1,491.10","1,501.85","1,498.00","1,499.15","1,500.22","1,641.00",993.00,4894247,"7,342,459,151.85",114595
2021-07-15,EQ,"1,505.00","1,526.75","1,499.65","1,499.15","1,521.00","1,520.70","1,518.05","1,641.00",993.00,5219401,"7,923,304,983.85",192039
2021-07-16,EQ,"1,527.95","1,529.95","1,518.80","1,520.70","1,522.30","1,522.35","1,524.21","1,641.00",993.00,2585314,"3,940,552,739.25",86273
2021-07-19,EQ,"1,487.00","1,488.85","1,466.00","1,522.35","1,472.40","1,471.00","1,477.63","1,641.00",993.00,12555800,"18,552,779,056.10",410524
2021-07-20,EQ,"1,442.00","1,454.00","1,436.15","1,471.00","1,444.00","1,443.15","1,443.36","1,641.00",993.00,12087125,"17,446,042,345.60",329311
2021-07-22,EQ,"1,456.10","1,468.50","1,445.00","1,443.15","1,451.70","1,448.70","1,455.81","1,641.00",993.00,6603557,"9,613,492,161.75",253822
2021-07-23,EQ,"1,451.50","1,457.45","1,435.30","1,448.70","1,443.00","1,442.75","1,445.22","1,641.00",993.00,6563342,"9,485,465,854.05",265409
2021-07-26,EQ,"1,430.00","1,444.00","1,428.10","1,442.75","1,434.50","1,434.55","1,434.93","1,641.00",993.00,6583583,"9,446,965,208.20",238911
2021-07-27,EQ,"1,436.10","1,449.90","1,436.10","1,434.55","1,441.50","1,439.75","1,443.44","1,641.00",993.00,11200715,"16,167,523,312.40",205605
2021-07-28,EQ,"1,435.05","1,438.70","1,404.00","1,439.75","1,419.50","1,417.30","1,416.60","1,641.00",993.00,10335171,"14,640,820,175.95",350925
2021-07-29,EQ,"1,428.25","1,429.95","1,413.30","1,417.30","1,421.75","1,418.25","1,422.40","1,641.00",993.00,6851115,"9,745,030,008.90",174810
2021-07-30,EQ,"1,419.00","1,431.75","1,407.95","1,418.25","1,425.00","1,426.45","1,422.61","1,641.00",993.00,5827744,"8,290,619,852.85",182078
2021-08-02,EQ,"1,435.00","1,435.00","1,416.25","1,426.45","1,423.80","1,422.65","1,425.88","1,641.00",993.00,6629393,"9,452,748,883.15",239364
2021-08-03,EQ,"1,410.00","1,439.90","1,410.00","1,422.65","1,434.10","1,434.70","1,428.31","1,641.00",993.00,6016560,"8,593,528,258.80",168518
2021-08-04,EQ,"1,441.00","1,474.50","1,440.00","1,434.70","1,465.50","1,465.30","1,462.94","1,641.00",993.00,11026974,"16,131,829,092.80",294722
2021-08-05,EQ,"1,467.10","1,507.05","1,457.40","1,465.30","1,483.80","1,484.85","1,483.26","1,641.00",993.00,9411204,"13,959,295,159.95",234822
2021-08-06,EQ,"1,483.55","1,500.00","1,474.00","1,484.85","1,493.70","1,492.65","1,490.45","1,641.00",993.00,6669635,"9,940,773,286.65",127752
2021-08-09,EQ,"1,492.00","1,507.35","1,476.00","1,492.65","1,501.85","1,503.90","1,501.46","1,641.00","1,020.20",5499024,"8,256,554,642.95",123204
2021-08-10,EQ,"1,489.00","1,519.75","1,489.00","1,503.90","1,507.35","1,507.65","1,512.39","1,641.00","1,020.20",7419173,"11,220,685,566.10",207153
2021-08-11,EQ,"1,514.90","1,518.85","1,491.05","1,507.65","1,494.50","1,494.95","1,501.47","1,641.00","1,020.20",6292893,"9,448,574,027.30",236089
2021-08-12,EQ,"1,497.00","1,507.60","1,489.30","1,494.95","1,504.00","1,501.40","1,498.68","1,641.00","1,020.20",4298837,"6,442,566,924.55",118442
2021-08-13,EQ,"1,501.20","1,531.00","1,501.00","1,501.40","1,523.60","1,526.20","1,521.44","1,641.00","1,020.20",8329214,"12,672,363,672.35",200611
2021-08-16,EQ,"1,526.15","1,535.00","1,521.45","1,526.20","1,529.00","1,530.60","1,529.96","1,641.00","1,020.20",3126389,"4,783,241,013.45",134405
2021-08-17,EQ,"1,517.20","1,524.00","1,505.30","1,530.60","1,516.00","1,514.65","1,513.95","1,641.00","1,020.20",4141333,"6,269,763,890.20",163880
2021-08-18,EQ,"1,556.70","1,565.35","1,508.35","1,514.65","1,511.50","1,513.00","1,538.32","1,641.00","1,020.20",11492966,"17,679,859,685.55",275951
2021-08-20,EQ,"1,486.05","1,519.80","1,486.05","1,513.00","1,514.25","1,514.75","1,505.48","1,641.00","1,020.20",6575203,"9,898,814,016.90",241660
2021-08-23,EQ,"1,529.85","1,533.15","1,508.65","1,514.75","1,522.90","1,524.60","1,521.21","1,641.00","1,025.00",5421527,"8,247,298,230.75",149392
2021-08-24,EQ,"1,530.00","1,564.50","1,527.45","1,524.60","1,558.00","1,558.85","1,550.18","1,641.00","1,025.00",9190657,"14,247,197,594.25",214219
2021-08-25,EQ,"1,552.10","1,564.80","1,548.00","1,558.85","1,555.25","1,557.40","1,556.63","1,641.00","1,025.00",3863987,"6,014,797,348.15",128323
2021-08-26,EQ,"1,550.00","1,571.00","1,543.45","1,557.40","1,555.10","1,554.80","1,559.33","1,641.00","1,025.00",5559501,"8,669,123,592.15",200243
2021-08-27,EQ,"1,552.00","1,558.65","1,545.25","1,554.80","1,548.70","1,548.45","1,551.03","1,641.00","1,025.00",3191069,"4,949,459,160.20",117093
2021-08-30,EQ,"1,555.60","1,570.00","1,551.60","1,548.45","1,569.00","1,568.25","1,563.22","1,641.00","1,025.00",4524583,"7,072,924,768.40",115034
2021-08-31,EQ,"1,563.50","1,583.35","1,562.20","1,568.25","1,580.85","1,581.40","1,576.28","1,641.00","1,025.00",6031288,"9,506,985,062.70",203147
2021-09-01,EQ,"1,575.00","1,598.00","1,574.50","1,581.40","1,575.00","1,579.10","1,586.67","1,641.00","1,025.00",6211279,"9,855,273,405.65",230930
2021-09-02,EQ,"1,574.10","1,592.00","1,571.25","1,579.10","1,589.70","1,589.00","1,583.10","1,641.00","1,025.00",4809262,"7,613,544,239.00",173323
2021-09-03,EQ,"1,586.10","1,598.00","1,568.30","1,589.00","1,576.55","1,576.05","1,582.31","1,641.00","1,025.00",5367667,"8,493,328,640.90",200088
2021-09-06,EQ,"1,579.95","1,580.95","1,561.95","1,576.05","1,565.00","1,565.70","1,569.45","1,641.00","1,025.00",3938448,"6,181,191,132.55",166678
2021-09-07,EQ,"1,562.50","1,582.00","1,555.20","1,565.70","1,570.00","1,569.25","1,569.81","1,641.00","1,025.00",3622748,"5,687,030,982.25",174293
2021-09-08,EQ,"1,571.95","1,580.50","1,565.60","1,569.25","1,580.00","1,576.40","1,574.47","1,641.00","1,025.00",3362040,"5,293,425,818.35",102369
2021-09-09,EQ,"1,574.00","1,579.45","1,561.00","1,576.40","1,567.00","1,568.60","1,567.83","1,641.00","1,025.00",4125474,"6,468,028,137.75",115424
2021-09-13,EQ,"1,562.00","1,584.00","1,553.65","1,568.60","1,555.75","1,555.55","1,560.43","1,641.00","1,025.00",4479582,"6,990,094,956.85",162851
2021-09-14,EQ,"1,560.00","1,564.50","1,546.60","1,555.55","1,550.00","1,548.55","1,552.26","1,641.00","1,025.00",4879253,"7,573,882,023.65",152737
2021-09-15,EQ,"1,535.00","1,554.80","1,535.00","1,548.55","1,546.75","1,546.80","1,543.76","1,641.00","1,025.00",7411499,"11,441,551,323.50",196864
2021-09-16,EQ,"1,537.75","1,564.30","1,536.30","1,546.80","1,561.00","1,559.95","1,551.38","1,641.00","1,025.00",5130275,"7,958,996,358.25",158542
2021-09-17,EQ,"1,569.00","1,589.00","1,559.20","1,559.95","1,585.55","1,582.15","1,576.23","1,641.00","1,025.00",10249051,"16,154,811,176.70",203624
2021-09-20,EQ,"1,564.00","1,581.70","1,558.00","1,582.15","1,559.75","1,559.85","1,569.06","1,641.00","1,025.00",4390805,"6,889,437,483.30",144006
2021-09-21,EQ,"1,562.00","1,568.65","1,528.95","1,559.85","1,553.50","1,551.95","1,544.53","1,641.00","1,025.00",7387498,"11,410,202,963.40",162406
2021-09-22,EQ,"1,549.00","1,550.15","1,530.00","1,551.95","1,536.05","1,533.70","1,536.98","1,641.00","1,025.00",5291101,"8,132,332,795.90",204046
2021-09-23,EQ,"1,542.00","1,572.00","1,542.00","1,533.70","1,571.60","1,570.00","1,561.26","1,641.00","1,025.00",6832152,"10,666,787,042.00",221318
2021-09-24,EQ,"1,579.00","1,607.95","1,575.00","1,570.00","1,599.50","1,601.55","1,593.03","1,641.00","1,025.00",10403351,"16,572,894,842.45",285125
2021-09-27,EQ,"1,615.70","1,635.50","1,608.00","1,601.55","1,625.00","1,625.10","1,626.52","1,641.00","1,042.65",8207731,"13,350,052,031.55",245375
2021-09-28,EQ,"1,632.00","1,632.00","1,582.00","1,625.10","1,606.80","1,615.05","1,605.07","1,641.00","1,042.65",6386895,"10,251,417,507.15",193041
2021-09-29,EQ,"1,597.00","1,606.60","1,585.15","1,615.05","1,594.85","1,593.85","1,595.02","1,641.00","1,042.65",8131518,"12,969,942,389.35",180383
2021-09-30,EQ,"1,586.00","1,606.35","1,583.10","1,593.85","1,592.85","1,594.95","1,594.87","1,641.00","1,042.65",7987674,"12,739,278,381.65",216914
2021-10-01,EQ,"1,583.00","1,589.00","1,565.25","1,594.95","1,585.65","1,582.70","1,577.48","1,641.00","1,042.65",5564298,"8,777,582,941.65",145318
2021-10-04,EQ,"1,589.00","1,601.35","1,583.60","1,582.70","1,588.00","1,585.75","1,591.34","1,641.00","1,111.00",3525514,"5,610,300,755.65",141789
2021-10-05,EQ,"1,592.00","1,597.50","1,576.25","1,585.75","1,593.80","1,595.45","1,589.01","1,641.00","1,111.00",5128589,"8,149,378,134.45",154894
2021-10-06,EQ,"1,596.00","1,626.85","1,587.00","1,595.45","1,613.00","1,614.90","1,614.91","1,641.00","1,111.00",9300415,"15,019,364,575.35",198719
2021-10-07,EQ,"1,626.60","1,627.70","1,607.00","1,614.90","1,610.40","1,610.50","1,617.47","1,641.00","1,111.00",5632862,"9,110,970,657.30",179258
2021-10-08,EQ,"1,612.00","1,622.00","1,600.15","1,610.50","1,607.00","1,602.65","1,612.01","1,641.00","1,111.00",3622781,"5,839,965,046.25",180918
2021-10-11,EQ,"1,599.90","1,645.00","1,599.00","1,602.65","1,633.10","1,633.80","1,631.24","1,645.00","1,164.00",6540424,"10,669,009,659.45",199109
2021-10-12,EQ,"1,625.00","1,641.55","1,625.00","1,633.80","1,630.00","1,629.60","1,632.78","1,645.00","1,164.00",4088473,"6,675,577,153.90",127205
2021-10-13,EQ,"1,637.00","1,648.00","1,630.00","1,629.60","1,637.00","1,639.40","1,638.14","1,648.00","1,164.00",3112822,"5,099,233,631.50",121391
2021-10-14,EQ,"1,638.00","1,690.00","1,638.00","1,639.40","1,687.00","1,687.40","1,668.19","1,690.00","1,164.00",7378644,"12,308,970,465.55",218094
2021-10-18,EQ,"1,705.00","1,725.00","1,667.05","1,687.40","1,674.50","1,670.30","1,690.00","1,725.00","1,176.35",14428228,"24,383,700,241.85",413049
2021-10-19,EQ,"1,675.45","1,692.45","1,671.00","1,670.30","1,687.60","1,688.70","1,685.37","1,725.00","1,176.35",4493770,"7,573,646,982.90",146669
2021-10-20,EQ,"1,689.10","1,698.75","1,664.45","1,688.70","1,675.60","1,673.85","1,676.16","1,725.00","1,176.35",5454284,"9,142,241,514.60",187374
2021-10-21,EQ,"1,671.80","1,681.95","1,660.85","1,673.85","1,680.00","1,676.30","1,672.14","1,725.00","1,176.35",4869095,"8,141,831,326.95",181241
2021-10-22,EQ,"1,680.10","1,708.00","1,670.75","1,676.30","1,683.00","1,680.75","1,692.82","1,725.00","1,176.35",6087777,"10,305,520,528.65",173531
2021-10-25,EQ,"1,690.00","1,690.00","1,613.80","1,680.75","1,657.30","1,657.00","1,654.95","1,725.00","1,176.35",8213383,"13,592,747,672.70",230480
2021-10-26,EQ,"1,650.00","1,673.85","1,646.35","1,657.00","1,655.45","1,652.75","1,656.80","1,725.00","1,176.35",6045328,"10,015,873,516.45",167665
2021-10-27,EQ,"1,652.75","1,665.05","1,637.30","1,652.75","1,642.70","1,642.80","1,649.62","1,725.00","1,176.35",6624821,"10,928,433,828.30",159662
2021-10-28,EQ,"1,650.00","1,650.00","1,587.15","1,642.80","1,592.40","1,593.60","1,617.53","1,725.00","1,176.35",8898875,"14,394,211,074.40",197678
2021-10-29,EQ,"1,590.00","1,602.00","1,560.00","1,593.60","1,587.90","1,582.85","1,584.16","1,725.00","1,176.35",6203437,"9,827,217,126.80",187391
2021-11-01,EQ,"1,585.00","1,611.00","1,583.55","1,582.85","1,609.00","1,605.30","1,594.91","1,725.00","1,177.50",4061160,"6,477,168,351.50",154509
2021-11-02,EQ,"1,606.00","1,622.00","1,600.05","1,605.30","1,605.00","1,606.75","1,610.07","1,725.00","1,177.50",6618861,"10,656,813,765.40",190992
2021-11-03,EQ,"1,605.10","1,609.90","1,575.55","1,606.75","1,582.00","1,581.45","1,596.24","1,725.00","1,177.50",5103669,"8,146,688,582.90",171297
2021-11-04,EQ,"1,595.00","1,597.85","1,590.10","1,581.45","1,595.20","1,593.95","1,594.17","1,725.00","1,177.50",548404,"874,247,081.10",41400
2021-11-08,EQ,"1,592.10","1,604.70","1,570.45","1,593.95","1,600.00","1,600.25","1,586.02","1,725.00","1,315.20",9471790,"15,022,453,102.50",201396
2021-11-09,EQ,"1,594.60","1,594.60","1,569.05","1,600.25","1,573.00","1,572.25","1,576.98","1,725.00","1,315.20",6347738,"10,010,275,270.50",240815
2021-11-10,EQ,"1,568.00","1,569.00","1,550.00","1,572.25","1,555.00","1,555.25","1,556.97","1,725.00","1,315.20",6857063,"10,676,261,141.35",233747
2021-11-11,EQ,"1,550.05","1,554.90","1,535.60","1,555.25","1,549.60","1,548.30","1,543.95","1,725.00","1,315.20",3999702,"6,175,323,288.30",157896
2021-11-12,EQ,"1,550.00","1,559.05","1,545.05","1,548.30","1,554.45","1,553.00","1,551.65","1,725.00","1,315.20",7457046,"11,570,722,042.80",170825
2021-11-15,EQ,"1,562.10","1,571.85","1,554.40","1,553.00","1,555.00","1,557.25","1,561.48","1,725.00","1,342.00",4766797,"7,443,240,911.85",231105
2021-11-16,EQ,"1,555.00","1,557.20","1,541.60","1,557.25","1,547.55","1,548.00","1,548.02","1,725.00","1,342.00",4122703,"6,382,046,601.15",139578
2021-11-17,EQ,"1,536.90","1,544.00","1,528.50","1,548.00","1,531.20","1,530.80","1,535.47","1,725.00","1,342.00",3799439,"5,833,910,234.85",145953
2021-11-18,EQ,"1,526.05","1,543.50","1,525.25","1,530.80","1,538.50","1,539.40","1,536.60","1,725.00","1,342.00",4576437,"7,032,168,198.55",181690
2021-11-22,EQ,"1,546.00","1,552.70","1,499.05","1,539.40","1,520.95","1,515.35","1,524.17","1,725.00","1,342.00",7630636,"11,630,387,262.15",222669
2021-11-23,EQ,"1,502.00","1,527.80","1,496.35","1,515.35","1,517.00","1,515.55","1,517.40","1,725.00","1,342.00",5617607,"8,524,161,069.85",164898
2021-11-24,EQ,"1,524.00","1,536.35","1,514.05","1,515.55","1,516.95","1,518.05","1,524.49","1,725.00","1,342.00",15401143,"23,478,856,200.40",141801
2021-11-25,EQ,"1,514.80","1,533.30","1,507.00","1,518.05","1,522.80","1,525.95","1,518.57","1,725.00","1,342.00",5125826,"7,783,949,039.15",138468
2021-11-26,EQ,"1,500.00","1,506.70","1,485.00","1,525.95","1,489.50","1,489.90","1,497.04","1,725.00","1,342.00",9312468,"13,941,134,793.15",250716
2021-11-29,EQ,"1,494.80","1,507.65","1,462.00","1,489.90","1,499.05","1,501.25","1,489.00","1,725.00","1,342.00",6495498,"9,671,797,937.90",202157
2021-11-30,EQ,"1,495.00","1,529.00","1,486.55","1,501.25","1,490.80","1,493.55","1,508.60","1,725.00","1,342.00",12610771,"19,024,641,550.10",257120
2021-12-01,EQ,"1,495.00","1,507.05","1,489.10","1,493.55","1,506.40","1,504.65","1,500.08","1,725.00","1,342.00",4338817,"6,508,562,416.95",162233
2021-12-02,EQ,"1,504.50","1,528.80","1,500.00","1,504.65","1,526.00","1,525.75","1,519.11","1,725.00","1,342.00",5601555,"8,509,395,043.85",187845
2021-12-03,EQ,"1,525.80","1,535.95","1,507.05","1,525.75","1,514.00","1,513.55","1,522.48","1,725.00","1,342.00",4062347,"6,184,845,154.85",143318
2021-12-06,EQ,"1,513.00","1,518.80","1,497.35","1,513.55","1,504.70","1,503.80","1,507.25","1,725.00","1,342.00",3514766,"5,297,635,143.40",141743
2021-12-07,EQ,"1,513.95","1,532.00","1,509.90","1,503.80","1,524.65","1,525.70","1,523.82","1,725.00","1,342.00",6213767,"9,468,635,108.15",148533
2021-12-08,EQ,"1,536.00","1,555.05","1,534.00","1,525.70","1,553.50","1,553.80","1,545.20","1,725.00","1,342.00",7647767,"11,817,305,888.55",229215
2021-12-09,EQ,"1,545.20","1,554.70","1,522.00","1,553.80","1,526.00","1,526.85","1,530.57","1,725.00","1,342.00",5873872,"8,990,397,300.15",148558
2021-12-10,EQ,"1,524.90","1,528.00","1,508.45","1,526.85","1,524.00","1,522.55","1,521.33","1,725.00","1,342.00",3889692,"5,917,512,516.45",123564
2021-12-13,EQ,"1,526.00","1,537.65","1,507.20","1,522.55","1,513.20","1,511.15","1,523.63","1,725.00","1,342.00",5161071,"7,863,562,721.05",143473
2021-12-14,EQ,"1,502.50","1,516.00","1,497.05","1,511.15","1,504.00","1,502.45","1,505.10","1,725.00","1,342.00",4595550,"6,916,756,665.40",175566
2021-12-15,EQ,"1,503.00","1,523.35","1,495.65","1,502.45","1,500.00","1,500.00","1,504.12","1,725.00","1,342.00",5057574,"7,607,173,782.90",133205
2021-12-16,EQ,"1,512.80","1,517.00","1,494.00","1,500.00","1,503.35","1,500.10","1,505.13","1,725.00","1,342.00",6605216,"9,941,739,913.65",179348
2021-12-17,EQ,"1,497.00","1,506.00","1,467.70","1,500.10","1,476.00","1,473.05","1,479.06","1,725.00","1,342.00",7497384,"11,089,043,997.50",194713
2021-12-20,EQ,"1,452.00","1,458.00","1,414.10","1,473.05","1,424.50","1,425.65","1,426.64","1,725.00","1,342.00",10578334,"15,091,475,327.05",411439
2021-12-21,EQ,"1,439.50","1,450.75","1,430.00","1,425.65","1,444.65","1,441.80","1,441.88","1,725.00","1,342.00",4559375,"6,574,078,457.00",171631
2021-12-22,EQ,"1,452.30","1,456.00","1,435.70","1,441.80","1,447.50","1,445.20","1,443.59","1,725.00","1,342.00",4288742,"6,191,198,173.75",167203
2021-12-23,EQ,"1,453.25","1,457.80","1,436.85","1,445.20","1,438.70","1,444.10","1,449.12","1,725.00","1,342.00",4889583,"7,085,601,869.05",162623
2021-12-24,EQ,"1,445.50","1,452.00","1,428.00","1,444.10","1,439.45","1,438.90","1,438.31","1,725.00","1,342.00",2780512,"3,999,233,572.85",110788
2021-12-27,EQ,"1,428.90","1,454.00","1,422.15","1,438.90","1,453.00","1,450.80","1,440.89","1,725.00","1,342.00",2352549,"3,389,765,991.15",102204
2021-12-28,EQ,"1,460.70","1,466.90","1,453.40","1,450.80","1,460.95","1,460.80","1,460.32","1,725.00","1,342.00",2725339,"3,979,861,736.65",115091
